area,ward,wardname,winner,party,quota,lsgi
Kadalundi,17,PAZHANJANNOOR,SHIBU KUNNATH,CPI(M),SC,G_KLD
Kadalundi,18,KADALUNDY WEST,USHA.P,INC,SC Woman,G_KLD
Kadalundi,19,VAKKADAVU,N.V.BADUSHA,CPI(M),General,G_KLD
Kadalundi,20,KAPPALANGADI,ANIL KUMAR,CPI(M),General,G_KLD
Kadalundi,21,KADUKKA BAZAR,AZEEZ NARANCHIRAKKAL,ML,General,G_KLD
Kadalundi,22,CHALIYAM - KADUKKA BAZAR,M.SHAHARBAN,ML,General,G_KLD
Kakkodi,1,CHERUKULAM,SUSHIJA K,CPI(M),SC Woman,G_KD
Kakkodi,2,BADIRUR,LASITHA K.K.,CPI(M),Woman,G_KD
Kakkodi,3,KOTTUPADAM,RAGHAVAN M.K.,INC,SC,G_KD
Kakkodi,4,THEKKANNITHAZHAM,VIJAYA GIREESH KUMAR,CPI(M),Woman,G_KD
Kakkodi,5,CHELAPRAM,KAVITHA MANOJ,CPI(M),Woman,G_KD
Kakkodi,6,KOTTAKKAL THAZHAM,ASHOKAN P.M.,CPI(M),General,G_KD
Kakkodi,7,KOODATHUM POYIL,MUKUNDAN V,CPI(M),General,G_KD
Kakkodi,8,PERINCHILAMALA,KAMALA KUNNUMMAL SULOCHANA,CPI(M),Woman,G_KD
Kakkodi,9,KANNADICHALIL,CHALIL BEENA,CPI(M),Woman,G_KD
Kakkodi,10,PADINHATTUMMURI,PRAMOD T,CPI(M),General,G_KD
Kakkodi,11,KANNIYARAKKAL,SASI O.T.,CPI(M),General,G_KD
Kakkodi,12,VALAPPIL THAZHAM,SHAJI K.T.,CPI(M),General,G_KD
Kakkodi,13,KIZHAKKUMMURI,REMA MOHAN,INC,Woman,G_KD
Kakkodi,14,KAKKATTUMALA,MANJULA KURUPPAM POYIL,CPI(M),Woman,G_KD
Kakkodi,15,KIRALUR,VINOD KIRALUR,INC,General,G_KD
Kakkodi,16,KAKKODI BAZAR EAST,REEJA SHYLESH,CPI(M),Woman,G_KD
Kakkodi,17,KAKKODI,THAZHATHEYIL JUMAILATH,CPI(M),Woman,G_KD
Kakkodi,18,MORIKKARA,MAROLI REMESHAN,CPI(M),General,G_KD
Kakkodi,19,MORIKKARA NORTH,CHANARI VIJAYAN,INC,General,G_KD
Kakkodi,20,OTTATHENGU SOUTH,VALAPPIL RAJAN,CPI(M),General,G_KD
Kakkodi,21,OTTATHENGU,ANILA PREMAN,INC,Woman,G_KD
Kakkur,1,NADUVALLUR,ANILKUMAR. K.P.,INC,General,G_KK
Kakkur,2,THEERTHANKARA,NASEER . V,INC,General,G_KK
Kakkur,3,RAMALLUR,SHEEBA P.K.,CPI(M),Woman,G_KK
Kakkur,4,AROLIPPOYIL,SAJITHA,INC,Woman,G_KK
Kakkur,5,KAYALADU,RAMANI.P.K,SJ(D),Woman,G_KK
Kakkur,6,KUTTAMBOOR,AJITHAKUMARI T.K,INC,SC Woman,G_KK
Kakkur,7,KAKKUNNAMCHALIL,MOHANAN K,INC,General,G_KK
Kakkur,8,PUNNASSERY,SAROJINI.M.M,SJ(D),Woman,G_KK
Kakkur,9,KANDOTHUPARA,SANTHOSH M.K,CPI(M),General,G_KK
Kakkur,10,PUNNURCHERUPALAM,KRISHNAN,INC,General,G_KK
Kakkur,11,ALAYADU,PREMALATHA.K.K,INC,Woman,G_KK
Kakkur,12,KAKKUR,PURUSHU KAKKUR,CPI(M),SC,G_KK
Kakkur,13,NELLIKKUNNU,KRISHNADAS.M,BJP,General,G_KK
Kakkur,14,EENTHADU,SHEEBA . P,CPI(M),Woman,G_KK
Kakkur,15,PAVANDOOR,BEENABAI,CPI(M),Woman,G_KK
Karassery,1,KUMARANELLUR,VADAKKEKUNNATH LEELA,NCP,Woman,G_KS
Karassery,2,KARAMOOLA WEST,BALIYAMBRA BEERANKUTTY,CPI(M),General,G_KS
Karassery,3,KARAMOOLA EAST,MOOTHADATH SHANTHA DEVI,INC,Woman,G_KS
Karassery,4,VALLATHAIPPARA,KANICHIMMAL MANOJ,CPI(M),SC,G_KS
Karassery,5,CHUNDATHUMPOYIL,REJI ONATTE,INDEPENDENT,Woman,G_KS
Karassery,6,THOTTAKKADU,CHAKKUNNUMPURATH SANTHOSH JOHN,KC(M),General,G_KS
Karassery,7,THEKKUMKUTTY,KAROTTIL SIVADASAN,CPI(M),General,G_KS
Karassery,8,ALLI,KAPPALAMMAL PRADEEP,CPI(M),General,G_KS
Karassery,9,KALARIKKANDI,ODAMMAL NOUSHAD,CPI(M),General,G_KS
Karassery,10,MYSOORMALA,V K VINOD,CPI(M),General,G_KS
Karassery,11,ANAYAMKUNNU,CHALOOLY SHYNAS .,ML,Woman,G_KS
Karassery,12,KARUTHAPARAMBU,THEYATHUMKAVIL MINI .,INC,SC Woman,G_KS
Karassery,13,NELLIKKAPARAMBU,KUTTYPURATH JAYAPRABHAVATHY,INC,Woman,G_KS
Karassery,14,KAKKADU,EDATHIL AMINA USMAN,INDEPENDENT,Woman,G_KS
Karassery,15,SOUTH KARASSERY,KIZHAKKAYIL SUHRA,ML,Woman,G_KS
Karassery,16,CHONADU,MANJARATHOTTATHIL SAYED FAZAL,ML,General,G_KS
Karassery,17,NORTH KARASSERY,VATTOLLYKANDY REENA,INC,Woman,G_KS
Karassery,18,ANAYAMKUNNU WEST,MUKKONTHODIKA ASHRAF,INC,General,G_KS
Kattippara,1,KALLULLATHODU,SHYJA UNNI,CPI(M),Woman,G_KP
Kattippara,2,AMARADU,THARA ABDURAHIMAN HAJI,ML,General,G_KP
Kattippara,3,THAZHVARAM,PREMJI JAMES,INC,General,G_KP
Kattippara,4,CHAMAL,VALSAMMA ANIL,INC,Woman,G_KP
Kattippara,5,PAYONA,BINDU BABU,INC,SC Woman,G_KP
Kattippara,6,POOLODU,EERAKKAL IBRAHIM,INDEPENDENT,General,G_KP
Kattippara,7,CHUNDENKUZHI,ADV. BIJU GEORGE KANNANTHARA,INC,General,G_KP
Kattippara,8,KANNOOTTIPPARA,C.P. NISAR,CPI(M),General,G_KP
Kattippara,9,PULLANJIMEDU,SALI EMMANUEL,CPI(M),Woman,G_KP
Kattippara,10,AMBAYATHODU,A.P SANTHA,CPI(M),Woman,G_KP
Kattippara,11,KOLIKKAL,BABU,INDEPENDENT,SC,G_KP
Kattippara,12,VADAKKUMMURI,JAMEELA MUTHALIB,ML,Woman,G_KP
Kattippara,13,VETTIOZHINJATHOTTAM,NASEEMA ASEES,ML,Woman,G_KP
Kattippara,14,CHEMBRAKUNDA,LEELAMMA JOSEPH,INC,Woman,G_KP
Kattippara,15,KATTIPPARA,MUHAMMED SHAHIM HAJI,INC,General,G_KP
Kavilumpara,1,KARINGAD,SURESH K T,CPI(M),SC,G_KV
Kavilumpara,2,KOODALIL,THANKAMANI K.V,CPI(M),Woman,G_KV
Kavilumpara,3,KARIMUNDA,BABUMATHEW,CPI(M),General,G_KV
Kavilumpara,4,POOTHAMPARA,SISILY KARIMBACHERY,CPI(M),Woman,G_KV
Kavilumpara,5,CHAPPANTHOTTAM,MINI BABY PULIKKIYIL,KC(M),Woman,G_KV
Kavilumpara,6,VANNATHIYETTU,N.C.KUNCHIKRISHNAN,CPI(M),General,G_KV
Kavilumpara,7,VATTIPPANA,JOSEPH KANJIRATHINKAL,INC,General,G_KV
Kavilumpara,8,KUNDUTHODU,MAYA PULLATTU,INC,Woman,G_KV
Kavilumpara,9,PUTHUKKAD,P.M.MOIDEEN KUNJU,CPI(M),General,G_KV
Kavilumpara,10,NAGAMPARA,P.P.USHA,CPI(M),Woman,G_KV
Kavilumpara,11,AASWASI,RAMANI V.P,CPI(M),Woman,G_KV
Kavilumpara,12,KALANGOD,P.MOHANAN,CPI(M),General,G_KV
Kavilumpara,13,MOYILOTHARA,K.P.SREEDHARAN,CPI(M),General,G_KV
Kavilumpara,14,THEKKELEKKANDI,KOODALIL AYSHA,ML,Woman,G_KV
Kavilumpara,15,PAIKKALANGADI,VAHEEDA AREEKKAL,ML,Woman,G_KV
Kavilumpara,16,THOTTILPPALAM,P.SURENDRAN,CPI(M),General,G_KV
Kayakkody,1,NADUMANNUR,SUJITHA N K,CPI(M),Woman,G_KA
Kayakkody,2,KANAYANKODE,SANTHA C,CPI(M),Woman,G_KA
Kayakkody,3,KAYAKKODI,ANANDAN V K,CPI(M),General,G_KA
Kayakkody,4,PALOLI,SREEJA E P,CPI(M),Woman,G_KA
Kayakkody,5,KARIMBALAKKANDI,REEJA M,CPI(M),Woman,G_KA
Kayakkody,6,DEVARKOVIL,UMMAR MASTER K K,ML,General,G_KA
Kayakkody,7,THALEEKKARA,KUNHABDULLAMASTER V.P,ML,General,G_KA
Kayakkody,8,POOLAKKANDI,CHANDRAN P.T.K,SJ(D),SC,G_KA
Kayakkody,9,MUTTUNADA,SEEMAVIJAYAN,INC,Woman,G_KA
Kayakkody,10,KUTTOOR,RAVINDRAN U.V,INC,General,G_KA
Kayakkody,11,KULANGARATHAZHE,ABDULASEEZ MASTER E,ML,General,G_KA
Kayakkody,12,KARANDODE,SUNILA K.P,CPI(M),Woman,G_KA
Kayakkody,13,CHANGARAMKULAM,NANU T T,CPI(M),General,G_KA
Kayakkody,14,KOVUKUNNU,SANTHA C P,CPI(M),Woman,G_KA
Kayakkody,15,KAREKUNNU,SAINUDDEEN T,ML,General,G_KA
Kayakkody,16,PALAYAD,SATHY P P,CPI(M),Woman,G_KA
Kayanna,1,KAKKAD,CHOYIKKANDY SULAIKHA,ML,Woman,G_KY
Kayanna,2,KURIKKALKOLLY,JIJESH T.P.C,ML,SC,G_KY
Kayanna,3,MATTANODE,K.K NARAYANAN,KC(M),General,G_KY
Kayanna,4,PARAMUTHU,A.C SATHI,CPI(M),Woman,G_KY
Kayanna,5,AMBAYAPARA,P.C GEETHA,CPI(M),Woman,G_KY
Kayanna,6,POOVATHAM KUNNU,MINI KUNNATHUMPARA,INC,Woman,G_KY
Kayanna,7,MOTTANTHARA,K.K NARAYANAN,CPI(M),General,G_KY
Kayanna,8,CHERUKKAD,C.P BALAKRISHNAN,INDEPENDENT,General,G_KY
Kayanna,9,PADIKKUNNU,SHEENA KOODATHAM POYIL,CPI(M),Woman,G_KY
Kayanna,10,MARAPPATTA,M RESHIKESAN,INC,General,G_KY
Kayanna,11,NEELIKUNNU,SYAMALA NEELIKUNNUMMAL,CPI(M),Woman,G_KY
Kayanna,12,MUNDUVAYAL,A.M RAMACHANDRAN,CPI(M),General,G_KY
Kayanna,13,NAMBRAMKUNNU,K.M SHYJA,CPI(M),Woman,G_KY
Keezhariyur,1,VADAKKUMMURI,SOBHA.T.P,CPI(M),Woman,G_KE
Keezhariyur,2,KEEZHARIYUR WEST,LAKSHMIBHAI K.K,CPI(M),Woman,G_KE
Keezhariyur,3,KEEZHARIYUR CENTRE,AMBILIRAGHAVAN.K.M,CPI(M),SC,G_KE
Keezhariyur,4,NADUVATHOOR,ASOKAN.P.M,INC,General,G_KE
Keezhariyur,5,MANAPPATTIL THAZH E,NIRMALA TEACHER,CPI(M),Woman,G_KE
Keezhariyur,6,KUNNOTH MUKKU,V. MOLY,CPI(M),Woman,G_KE
Keezhariyur,7,NAMBRATHUKARA,NAYANA .K.M,CPI(M),Woman,G_KE
Keezhariyur,8,NAMBRATHUKARA WEST,RAJASREE .V.K,INDEPENDENT,Woman,G_KE
Keezhariyur,9,NADUVATHOOR SOUTH,VANAJA .V.K,INC,Woman,G_KE
Keezhariyur,10,THATHAMVALLIPOYIL,SUNIL N.M,CPI(M),General,G_KE
Keezhariyur,11,MANNADI,BALAN K.M,INDEPENDENT,General,G_KE
Keezhariyur,12,KEERAMKUNNU,C. HAREENDRAN MASTER,CPI(M),General,G_KE
Keezhariyur,13,KORAPRA,ABDULSALAM.T,ML,General,G_KE
Kizhakkoth,1,ELETTIL,SUHARA KAYALMOOLAKKAL,CPI(M),Woman,G_KI
Kizhakkoth,2,CHALIKODE,KUNHAYIN KUTTY V K,ML,General,G_KI
Kizhakkoth,3,PONNAMTHORA,USSAIN M.P.,ML,General,G_KI
Kizhakkoth,4,VALIYAPARAMBA,SUBAIDA,ML,Woman,G_KI
Kizhakkoth,5,AVILORA,ABDUNNASSAR P.D.,ML,General,G_KI
Kizhakkoth,6,AVILORA CENTRE,RAMLA MAKKATTUPOYIL,ML,Woman,G_KI
Kizhakkoth,7,PARAKKUNNU,AYISHAKUTTY,ML,Woman,G_KI
Kizhakkoth,8,POVATHODUKA,MUHAMMED SALIH,INDEPENDENT,General,G_KI
Kizhakkoth,9,KIZHAKKOTH EAST,MANOJ V.M,INDEPENDENT,General,G_KI
Kizhakkoth,10,KIZHAKKOTH,ABDURAHIMAN K.K,ML,General,G_KI
Kizhakkoth,11,KACHERIMUKKU,ABDURAHIMAN V.K.,INDEPENDENT,General,G_KI
Kizhakkoth,12,KAVILUMMARAM,NASEEMA JAMALUDHEEN,INDEPENDENT,Woman,G_KI
Kizhakkoth,13,MARIVEETTIL THAZHAM,NOUFIRA MAPPOYIL,CPI(M),Woman,G_KI
Kizhakkoth,14,KANDIYIL,VELEYUDHAN KARAMBRACHALIL,INC,SC,G_KI
Kizhakkoth,15,PANNUR,NAFEESA U.P.,ML,Woman,G_KI
Kizhakkoth,16,OZHALAKKUNNU,VANAJA CHERUTHOTTATHIL,INC,Woman,G_KI
Kizhakkoth,17,ELETTIL EAST,ALI MUTHUVATTUSSERY,ML,General,G_KI
Kizhakkoth,18,CHETTAKKADAVU,AZIA BASHEER,INDEPENDENT,Woman,G_KI
Kodanchery,1,CHIPPILITHODE,TRESIAMMA JOSEKUTTY,INC,Woman,G_KC
Kodanchery,2,NOORAMTHODE,RASEENA BASHEER,ML,Woman,G_KC
Kodanchery,3,CHEMBUKADAVU,OMANA VARKEY,CPI(M),Woman,G_KC
Kodanchery,4,THUSHARAGIRI,SHIJI MATHEW,INC,Woman,G_KC
Kodanchery,5,MEEMUTTY,K J JOSEPH,KC(M),General,G_KC
Kodanchery,6,NELLIPOYIL,ANTONY MATHAI,INC,General,G_KC
Kodanchery,7,KOOROTTUPARA,VIJI JOSEPH,INC,Woman,G_KC
Kodanchery,8,MANJUVAYAL,ANNAMMA BABY,INDEPENDENT,Woman,G_KC
Kodanchery,9,VALIYAKOLLY,ANNAKKUTTY DEVASSIA,INC,Woman,G_KC
Kodanchery,10,KODANCHERY SOUTH,LISSY CHACKOCHAN,INC,Woman,G_KC
Kodanchery,11,MURAMPATHI,C M CHACKO,CPI(M),General,G_KC
Kodanchery,12,VELAMKODU,SIBI CHIRANDAYATH,INC,General,G_KC
Kodanchery,13,MAIKKAVU,SUNNY KAPPATTUMALA,INC,General,G_KC
Kodanchery,14,KARIMPALAKKUNNU,MINI SUNNY,INC,Woman,G_KC
Kodanchery,15,KANJIRADU,P.V RAGHULAL,INC,General,G_KC
Kodanchery,16,NIRANNAPARA,CHINNA ASHOKAN,INC,Woman,G_KC
Kodanchery,17,KODANCHERY NORTH,SHIBU PUTHIYEDATH,CPI(M),General,G_KC
Kodanchery,18,THEYYAPPARA,JAISON JOY EZHAKUNNEL,INDEPENDENT,General,G_KC
Kodanchery,19,KANNOTH SOUTH,RAVI CHAMI,INC,SC,G_KC
Kodanchery,20,KANNOTH NORTH,DOLLY JOSE,SJ(D),Woman,G_KC
Kodanchery,21,KALAPPURAM,K.P ABDURAHIMANKUTTY,ML,General,G_KC
Kodiyathur,1,KODIYATHOOR,ABDUSSAMED KANNATTIL,ML,General,G_KH
Kodiyathur,2,KARAKUTTY,AYSHA BAI,INDEPENDENT,Woman,G_KH
Kodiyathur,3,MATTUMURI,K.P SUBRAMANIAN,INC,SC,G_KH
Kodiyathur,4,GOTHAMABA ROAD,SUJA KURUPPANCHERY,INC,Woman,G_KH
Kodiyathur,5,THOTTUMUKKOM,NEENA GEORGE,KC(M),Woman,G_KH
Kodiyathur,6,PALLITHAZHE,ALPHONSA BIJU,INDEPENDENT,Woman,G_KH
Kodiyathur,7,PUTHIYANIDAM,BASHEERUDHEEN,INC,General,G_KH
Kodiyathur,8,ERANJIMAVU,C HAREESH,CPI(M),General,G_KH
Kodiyathur,9,PANNICODE,C T C ABDULLA,CPI(M),General,G_KH
Kodiyathur,10,PAZHAMPARAMBU,MARIYAM,INC,Woman,G_KH
Kodiyathur,11,POTTAMMAL,C.V KHADEEJA,ML,Woman,G_KH
Kodiyathur,12,CHERUVADI,MOHAMED ASHRAF,INC,General,G_KH
Kodiyathur,13,CHULLIKKAPARAMBU WEST,N.K ASHRAF,ML,General,G_KH
Kodiyathur,14,CHULLIKKAPARAMBU EAST,CHALIL SAINABA,INDEPENDENT,Woman,G_KH
Kodiyathur,15,KANNAMPARAMBU,K V THANKA,CPI(M),Woman,G_KH
Kodiyathur,16,SOUTH KODIYATHOOR,C P ABDURAHIMAN,ML,General,G_KH
Koduvally,1,PANAKKODE,SALMA ASI,ML,Woman,G_KL
Koduvally,2,VAVAD,GOPALAN,INC,SC,G_KL
Koduvally,3,PORNGOTTOOR,SURENDRAN.K,CPI(M),General,G_KL
Koduvally,4,KALARANTHIRI,NOORJAHAN,ML,Woman,G_KL
Koduvally,5,PATTINIKKARA,RAMLA ALIKUTTY,INDEPENDENT,Woman,G_KL
Koduvally,6,MUTHAMBALAM,T.P.RATHEE DEVI,CPI(M),Woman,G_KL
Koduvally,7,MANIPURAM,K.SREEDHARAN NAIR,CPI(M),General,G_KL
Koduvally,8,KAREETTIPARAMBU,SUBAIDA V A,ML,Woman,G_KL
Koduvally,9,VARIKKUZHITHAZHAM,K.BABU,CPI(M),General,G_KL
Koduvally,10,MUKKILANGADI,BASHEER P,ML,General,G_KL
Koduvally,11,CHUNDAPPURAM,JASEELA FAISAL,ML,Woman,G_KL
Koduvally,12,KARUVAMPOYIL,JAMEELA CHEMBATTERY,INC,Woman,G_KL
Koduvally,13,THALAPPERUMANNA,SHEEBA RAVEENDRAN,INC,SC Woman,G_KL
Koduvally,14,KAROONHI,VAYOLI MUHAMMED MASTER,INDEPENDENT,General,G_KL
Koduvally,15,VENNAKKADU,P.T.MUNEERA NASAR,ML,Woman,G_KL
Koduvally,16,SOUTH KODUVALLY,SUBAIDA RAHIM P T,INDEPENDENT,Woman,G_KL
Koduvally,17,MODERN BAZAR,A.P.MAJEED MASTER,ML,General,G_KL
Koduvally,18,PARAMBATHUKAVU,K.K.A.KADER,ML,General,G_KL
Koduvally,19,KODUVALLY TOWN,FAISAL,INDEPENDENT,General,G_KL
Koduvally,20,PALAKKUTTY,C.P.NAZARKOYA THANGAL,INL,General,G_KL
